ID,x,y,Gmag,e_Gmag,VI,BV,VIerr,BVerr,MP,sel
707,1352.0,1080.04,16.5805,0.0008,0.811,0.575,0.014,0.011,0.968,1
722,1313.25,1602.88,16.6146,0.0008,0.719,0.515,0.017,0.013,0.966,1
494,975.728,1002.05,16.0742,0.0007,0.715,0.489,0.01,0.008,0.965,1
440,1165.0,1326.15,15.8419,0.0005,0.765,0.536,0.011,0.009,0.962,1
436,1028.77,1295.2,15.8739,0.0007,0.603,0.415,0.01,0.007,0.96,1
466,1367.83,1529.04,15.9881,0.0009,0.605,0.419,0.013,0.01,0.96,1
730,1071.49,905.579,16.5766,0.0008,0.789,0.571,0.018,0.015,0.96,1
1235,864.11,1036.86,17.344,0.0009,0.964,0.719,0.021,0.019,0.96,1
1338,1019.49,1736.22,17.368,0.001,1.097,0.824,0.023,0.022,0.96,1
239,1161.58,978.007,15.0416,0.0004,0.658,0.431,0.016,0.012,0.957,1
405,1372.98,1205.53,15.7768,0.0005,0.636,0.414,0.009,0.007,0.955,1
447,1187.08,1299.03,15.9051,0.0006,0.648,0.45,0.012,0.008,0.955,1
716,1122.72,1541.96,16.5956,0.0008,0.7,0.534,0.015,0.013,0.953,1
108,1382.9,1434.36,14.1277,0.0005,0.564,0.332,0.011,0.008,0.952,1
589,1012.31,984.665,16.3021,0.0007,0.686,0.49,0.02,0.013,0.952,1
767,914.953,973.696,16.6898,0.001,0.695,0.548,0.022,0.021,0.95,1
899,1212.14,817.365,16.8871,0.001,0.785,0.606,0.02,0.016,0.95,1
959,950.562,1434.62,16.9955,0.0009,0.814,0.629,0.02,0.015,0.95,1
1306,835.512,1162.73,17.3593,0.0011,1.055,0.777,0.019,0.022,0.95,1
257,919.514,1142.09,15.2007,0.0004,0.5,0.338,0.007,0.006,0.949,1
348,834.365,1284.71,15.5667,0.0004,0.599,0.393,0.01,0.009,0.949,1
51,1197.46,1063.97,13.3515,0.0003,0.627,0.381,0.007,0.005,0.948,1
627,967.381,1171.44,16.4056,0.0007,0.68,0.417,0.015,0.013,0.948,1
116,1075.05,885.133,14.2655,0.0003,0.599,0.372,0.016,0.012,0.947,1
282,1386.11,969.859,15.2608,0.0005,0.578,0.425,0.015,0.012,0.947,1
295,1133.39,1201.45,15.3232,0.0004,0.559,0.366,0.008,0.006,0.947,1
176,1273.68,1175.9,14.7417,0.0003,0.643,0.415,0.008,0.005,0.946,1
414,1256.91,1296.44,15.8122,0.0006,0.625,0.394,0.009,0.007,0.946,1
695,1267.57,1760.88,16.5161,0.0007,0.733,0.522,0.02,0.013,0.945,1
83,1282.05,864.334,13.8471,0.0003,0.61,0.377,0.014,0.011,0.944,1
299,1324.82,1303.97,15.3259,0.0004,0.6,0.385,0.01,0.007,0.944,1
350,1133.39,1245.22,15.6082,0.0006,0.622,0.413,0.012,0.007,0.944,1
395,1197.41,1313.66,15.7373,0.0005,0.622,0.429,0.01,0.007,0.944,1
