ID,x,y,Gmag,e_Gmag,VI,BV,VIerr,BVerr,MP,sel
4311,2047.92,2121.88,17.5391,0.001,1.465,1.419,0.038,0.072,0.93,1
4271,2045.71,2107.49,17.5328,0.0014,1.538,1.332,0.034,0.056,0.87,1
4299,2151.29,2140.77,17.5408,0.0011,1.558,1.373,0.038,0.128,0.86,1
4254,2036.49,1915.77,17.7773,0.0015,1.657,1.144,0.047,0.063,0.86,1
5883,2152.2,2043.0,18.0554,0.0015,1.663,1.126,0.055,0.083,0.86,1
6177,2059.3,2127.94,18.0558,0.0014,1.586,1.458,0.061,0.115,0.86,1
3789,2037.76,1996.92,18.4772,0.0034,1.699,1.112,0.041,0.061,0.86,1
4619,2013.21,2052.2,17.6177,0.0011,1.565,1.294,0.039,0.068,0.85,1
4457,2074.61,2015.33,17.6227,0.0012,1.599,1.396,0.036,0.076,0.85,1
4942,1878.81,2165.9,17.7746,0.0013,1.77,1.202,0.045,0.078,0.85,1
5381,2090.97,1928.13,17.9195,0.0013,1.534,1.431,0.05,0.1,0.85,1
5509,2387.34,2081.14,17.9235,0.0013,1.446,1.126,0.048,0.081,0.85,1
4536,2127.99,2095.92,17.7299,0.0013,1.481,1.043,0.044,0.062,0.83,1
4625,1790.04,2002.14,17.579,0.0011,1.636,1.424,0.046,0.085,0.82,1
3589,1982.34,2111.93,17.5651,0.0081,1.71,1.28,0.028,0.054,0.8,1
6470,2071.83,2050.07,18.1061,0.0017,1.495,1.019,0.061,0.101,0.8,1
5096,2027.95,1965.33,17.7381,0.0011,1.511,1.297,0.044,0.069,0.79,1
5758,1921.13,1831.69,18.0179,0.0027,1.694,1.413,0.049,0.111,0.76,1
6006,2045.0,2082.02,18.0943,0.0015,1.477,1.267,0.053,0.092,0.74,1
5650,2238.14,2307.74,18.0142,0.0013,1.335,1.109,0.047,0.074,0.73,1
6217,1951.43,2209.36,18.1182,0.0014,1.629,1.056,0.064,0.166,0.73,1
6374,2327.86,2156.34,18.1438,0.0014,1.5,1.319,0.056,0.112,0.68,1
6464,1992.22,1833.38,18.1332,0.0015,1.597,1.276,0.059,0.117,0.67,1
7450,1917.95,1915.3,18.4073,0.0019,1.58,1.314,0.076,0.134,0.67,1
4528,2345.24,1911.32,18.2314,0.0044,1.589,0.587,0.058,0.115,0.66,1
7454,2007.12,2110.93,18.3433,0.0017,1.477,0.966,0.075,0.111,0.66,1
6797,1958.93,2129.6,18.2145,0.0019,1.66,1.411,0.07,0.123,0.65,1
5087,2034.34,2132.04,18.2301,0.0019,1.935,0.675,0.053,0.073,0.65,1
6752,2027.7,1928.9,18.2624,0.0014,1.583,1.236,0.063,0.115,0.65,1
6979,2092.67,2021.6,18.3168,0.0016,1.558,1.382,0.064,0.143,0.65,1
7640,2159.85,1772.42,18.3858,0.0017,1.622,1.376,0.075,0.143,0.65,1
3105,2062.05,1777.92,17.2252,0.0012,1.445,1.286,0.027,0.042,0.64,1
3585,2247.22,2162.22,17.6035,0.0016,2.146,1.548,0.045,0.098,0.64,1
5153,1965.71,1894.23,17.7792,0.0012,1.548,1.365,0.042,0.084,0.64,1
6529,2019.16,2089.77,18.1849,0.0015,1.456,1.365,0.057,0.113,0.64,1
7612,2120.57,2350.09,18.4334,0.0018,1.619,1.227,0.075,0.146,0.64,1
2076,1952.23,1990.61,16.4709,0.0008,1.622,1.233,0.018,0.028,0.63,1
1909,1929.76,2211.82,16.6299,0.0015,2.23,1.73,0.028,0.06,0.63,1
2725,2051.74,2075.3,16.9635,0.0025,1.642,1.42,0.029,0.044,0.63,1
4441,2163.26,2104.0,17.568,0.0011,1.44,1.095,0.04,0.058,0.63,1
4255,2207.36,2256.68,17.8656,0.0013,1.643,-0.393,0.046,0.057,0.63,1
5404,2282.14,2120.43,17.8771,0.0012,1.403,1.075,0.044,0.07,0.63,1
6017,2206.18,2281.46,18.0709,0.0014,1.743,1.662,0.052,0.139,0.63,1
5931,1871.24,1940.37,18.0788,0.0014,1.498,1.157,0.049,0.093,0.63,1
6080,2062.37,2271.37,18.0854,0.0013,1.456,1.327,0.054,0.095,0.63,1
3156,2276.35,1901.03,17.0512,0.0009,1.454,1.291,0.025,0.042,0.62,1
3725,2361.6,2053.88,17.2746,0.001,1.433,1.364,0.034,0.05,0.62,1
3198,1835.05,1962.74,17.2846,0.0012,1.597,1.26,0.027,0.043,0.62,1
3911,1966.73,2143.33,17.3772,0.0009,1.568,1.181,0.036,0.056,0.62,1
4279,2068.16,2061.52,17.4743,0.001,1.465,1.223,0.037,0.059,0.62,1
4745,2145.89,1899.51,17.6253,0.0011,1.549,1.385,0.041,0.072,0.62,1
4944,2103.43,2070.01,17.6821,0.0013,1.343,1.383,0.043,0.071,0.62,1
4838,1946.33,1881.84,17.7525,0.0011,2.002,1.688,0.054,0.136,0.62,1
5223,2239.47,1856.61,17.7601,0.0011,1.706,1.376,0.04,0.079,0.62,1
5347,2117.73,1973.78,17.8117,0.0011,1.56,1.348,0.039,0.079,0.62,1
5802,2075.9,1968.68,17.9644,0.0012,1.505,1.221,0.074,0.079,0.62,1
2623,2036.78,2099.26,16.7657,0.0008,1.411,1.25,0.026,0.039,0.61,1
3597,2298.52,1928.96,17.2789,0.0009,1.442,1.131,0.031,0.045,0.61,1
4010,2119.67,1904.87,17.3806,0.0009,1.51,1.306,0.034,0.059,0.61,1
3899,1949.3,2185.61,17.4095,0.0011,1.387,1.145,0.035,0.049,0.61,1
4203,2091.69,1850.44,17.4681,0.001,1.607,1.26,0.037,0.066,0.61,1
4283,2012.89,1824.39,17.482,0.001,1.504,1.297,0.038,0.06,0.61,1
700,2240.08,2192.47,15.0467,0.0011,2.067,1.912,0.012,0.022,0.6,1
3028,2145.15,2085.75,17.1094,0.0009,2.151,1.576,0.033,0.083,0.6,1
2765,2008.8,2221.28,16.9257,0.0009,1.689,1.301,0.026,0.044,0.59,1
3357,2345.62,1927.29,17.1982,0.001,1.422,1.128,0.027,0.041,0.59,1
3490,1961.34,1811.49,17.2018,0.0008,1.416,1.207,0.027,0.046,0.59,1
1444,2027.07,2156.59,16.2202,0.0009,2.298,1.851,0.019,0.046,0.58,1
1832,2340.1,2075.17,16.5645,0.0008,2.486,2.107,0.028,0.077,0.56,1
1947,1833.9,2046.43,16.6128,0.0009,2.654,2.417,0.024,0.134,0.56,1
397,2084.91,2113.77,14.2348,0.0006,1.336,1.069,0.008,0.009,0.554,1
1195,2264.91,2095.52,15.7324,0.0008,1.324,1.18,0.011,0.017,0.548,1
1118,2141.3,2152.85,15.8926,0.0011,2.137,1.699,0.02,0.034,0.54,1
2297,2055.71,1936.04,16.7055,0.0008,1.754,1.004,0.029,0.042,0.538,1
1550,2047.15,2094.28,16.1951,0.0008,2.264,1.342,0.024,0.058,0.53,1
724,2164.64,2023.78,15.1926,0.0005,2.259,1.956,0.012,0.026,0.52,1
587,1788.27,2023.6,14.7667,0.001,1.461,1.218,0.009,0.013,0.51,1
