ID,MP,sel
3502,0.96,1
1889,0.958,1
3550,0.957,1
4230,0.956,1
1732,0.955,1
2477,0.954,1
1215,0.952,1
2188,0.95,1
2325,0.95,1
1883,0.949,1
4986,0.948,1
2468,0.947,1
3354,0.947,1
3796,0.947,1
636,0.946,1
2043,0.945,1
32,0.944,1
3314,0.944,1
96,0.943,1
5673,0.941,1
54,0.94,1
1137,0.94,1
6109,0.94,1
6534,0.94,1
2310,0.939,1
145,0.938,1
536,0.937,1
63,0.935,1
4335,0.935,1
33,0.934,1
734,0.934,1
502,0.933,1
1478,0.933,1
2004,0.933,1
242,0.932,1
272,0.931,1
511,0.931,1
1517,0.931,1
2568,0.931,1
51,0.93,1
83,0.93,1
78,0.93,1
129,0.93,1
293,0.93,1
407,0.93,1
602,0.93,1
5934,0.93,1
3080,0.928,1
3840,0.928,1
2435,0.927,1
433,0.926,1
1684,0.926,1
322,0.925,1
5347,0.925,1
4601,0.924,1
1319,0.923,1
29,0.922,1
618,0.922,1
794,0.922,1
7524,0.922,1
1903,0.921,1
2725,0.921,1
236,0.92,1
1317,0.92,1
7555,0.92,1
25,0.919,1
56,0.919,1
163,0.919,1
424,0.919,1
657,0.919,1
4856,0.919,1
460,0.918,1
606,0.918,1
3725,0.918,1
90,0.916,1
718,0.916,1
5395,0.916,1
917,0.915,1
110,0.914,1
4895,0.914,1
6502,0.914,1
598,0.913,1
1760,0.912,1
4874,0.912,1
1340,0.91,1
6102,0.91,1
513,0.909,1
687,0.909,1
300,0.908,1
406,0.908,1
703,0.908,1
5038,0.908,1
53,0.907,1
171,0.907,1
1098,0.907,1
1714,0.907,1
160,0.906,1
6023,0.906,1
106,0.905,1
1643,0.905,1
4506,0.905,1
161,0.904,1
333,0.904,1
1787,0.904,1
2611,0.904,1
239,0.903,1
1022,0.903,1
2187,0.902,1
5927,0.902,1
144,0.901,1
556,0.901,1
55,0.9,1
204,0.9,1
1327,0.9,1
3356,0.9,1
5976,0.9,1
6187,0.9,1
105,0.899,1
4725,0.898,1
371,0.896,1
2572,0.896,1
226,0.895,1
7111,0.895,1
541,0.894,1
935,0.894,1
174,0.893,1
82,0.892,1
5356,0.891,1
52,0.89,1
370,0.89,1
449,0.89,1
3515,0.89,1
6763,0.89,1
810,0.888,1
1224,0.888,1
356,0.887,1
238,0.886,1
492,0.886,1
503,0.885,1
1055,0.885,1
1116,0.885,1
1443,0.884,1
2166,0.883,1
139,0.88,1
311,0.88,1
3929,0.88,1
5521,0.88,1
6525,0.88,1
6770,0.88,1
6560,0.88,1
6447,0.88,1
8338,0.88,1
8481,0.88,1
319,0.878,1
1223,0.878,1
3406,0.878,1
2319,0.877,1
6361,0.877,1
84,0.876,1
3682,0.875,1
7780,0.875,1
94,0.874,1
1960,0.874,1
637,0.873,1
4801,0.873,1
2215,0.871,1
4390,0.871,1
40,0.87,1
1561,0.87,1
2605,0.87,1
2899,0.87,1
6708,0.87,1
6561,0.87,1
7988,0.87,1
9287,0.87,1
756,0.869,1
3362,0.869,1
1380,0.868,1
658,0.867,1
1982,0.866,1
117,0.865,1
1952,0.863,1
3250,0.863,1
1365,0.862,1
252,0.861,1
1164,0.86,1
7353,0.86,1
9216,0.86,1
34,0.859,1
416,0.859,1
520,0.859,1
833,0.855,1
7358,0.854,1
175,0.853,1
676,0.853,1
5321,0.853,1
4724,0.852,1
4639,0.851,1
16,0.85,1
1504,0.85,1
6443,0.85,1
8386,0.85,1
1253,0.849,1
3234,0.849,1
8428,0.848,1
73,0.845,1
984,0.842,1
102,0.841,1
6811,0.841,1
207,0.84,1
7475,0.84,1
8099,0.84,1
8161,0.84,1
328,0.838,1
134,0.835,1
582,0.835,1
1463,0.835,1
2459,0.835,1
3641,0.835,1
194,0.834,1
392,0.831,1
6241,0.83,1
8137,0.83,1
8403,0.83,1
8789,0.83,1
8827,0.83,1
10292,0.83,1
10048,0.83,1
1062,0.829,1
418,0.828,1
2380,0.828,1
4299,0.828,1
1087,0.826,1
415,0.825,1
581,0.823,1
961,0.823,1
453,0.821,1
705,0.82,1
9027,0.82,1
8917,0.82,1
9026,0.82,1
6390,0.818,1
198,0.817,1
243,0.817,1
8282,0.81,1
9512,0.81,1
1394,0.808,1
1370,0.803,1
5141,0.803,1
944,0.802,1
8448,0.8,1
8876,0.8,1
9032,0.8,1
8967,0.8,1
10209,0.8,1
4529,0.799,1
5327,0.799,1
808,0.797,1
3141,0.796,1
93,0.794,1
378,0.79,1
7064,0.79,1
8329,0.79,1
9515,0.79,1
9777,0.79,1
3,0.788,1
616,0.788,1
2045,0.782,1
7430,0.78,1
8168,0.78,1
9562,0.78,1
275,0.777,1
562,0.773,1
5882,0.773,1
7373,0.77,1
8132,0.77,1
9262,0.77,1
885,0.769,1
971,0.768,1
246,0.767,1
423,0.761,1
7950,0.76,1
8971,0.76,1
9499,0.76,1
11014,0.76,1
10204,0.76,1
184,0.759,1
2275,0.758,1
200,0.757,1
2288,0.757,1
4703,0.755,1
5113,0.751,1
6483,0.75,1
7882,0.75,1
551,0.749,1
59,0.746,1
895,0.745,1
290,0.743,1
612,0.742,1
210,0.741,1
221,0.741,1
1646,0.741,1
8713,0.74,1
8989,0.74,1
9750,0.74,1
315,0.739,1
282,0.738,1
1649,0.737,1
5546,0.737,1
620,0.732,1
340,0.731,1
1648,0.731,1
494,0.73,1
3070,0.73,1
5894,0.73,1
6522,0.73,1
7747,0.73,1
9740,0.73,1
10901,0.73,1
11128,0.73,1
11566,0.73,1
11690,0.73,1
4515,0.729,1
5991,0.729,1
537,0.728,1
5804,0.727,1
137,0.725,1
177,0.724,1
426,0.724,1
5120,0.724,1
809,0.723,1
906,0.723,1
888,0.723,1
193,0.721,1
98,0.72,1
353,0.72,1
1812,0.72,1
1865,0.72,1
2082,0.72,1
2430,0.72,1
9059,0.72,1
10640,0.72,1
722,0.719,1
1287,0.719,1
485,0.717,1
669,0.715,1
257,0.714,1
374,0.714,1
4147,0.713,1
209,0.712,1
413,0.712,1
783,0.712,1
2673,0.711,1
